ICAO,DATE,ARRS,DEPS,HEAVY,MED,LIGHT,ARRS_DOM,DEPS_DOM
LIRF,2019-11-11,406,398,87,715,0,329,326
LIRF,2019-11-12,352,352,77,626,0,284,283
LIRF,2019-11-13,363,365,83,643,0,294,296
LIRF,2019-11-14,382,385,82,682,2,313,312
LIRF,2019-11-15,402,398,88,707,0,328,331
LIRF,2019-11-16,342,338,91,588,0,272,263
LIRF,2019-11-17,383,395,93,683,0,306,316
LIRF,2019-11-18,394,389,87,694,0,317,315
LIRF,2019-11-19,352,347,77,620,0,283,275
LIRF,2019-11-20,360,365,80,644,0,292,297
LIRF,2019-11-21,381,385,81,685,0,312,312
LIRF,2019-11-22,405,399,89,711,2,333,330
LIRF,2019-11-23,342,337,89,588,0,271,262
LIRF,2019-11-24,382,393,89,683,0,304,313
LIRF,2019-11-25,322,318,88,547,0,248,250
LIRF,2019-11-26,351,351,72,630,0,285,282
LIRF,2019-11-27,359,361,81,637,0,291,290
LIRF,2019-11-28,378,377,77,674,0,311,307
LIRF,2019-11-29,389,391,86,690,0,318,323
LIRF,2019-11-30,342,333,89,583,0,271,259
LIRF,2019-12-01,380,392,87,683,0,303,313
LIRF,2019-12-02,386,379,85,677,0,310,308
LIRF,2019-12-03,343,341,78,606,0,275,271
LIRF,2019-12-04,353,356,75,633,0,285,289
LIRF,2019-12-05,362,366,81,644,0,295,295
LIRF,2019-12-06,394,384,83,690,0,322,314
LIRF,2019-12-07,335,330,85,574,0,265,257
LIRF,2019-12-08,376,390,86,679,0,300,310
LIRF,2019-12-09,388,384,88,682,0,314,312
LIRF,2019-12-10,346,341,82,602,0,275,271
LIRF,2019-12-11,349,354,77,625,0,283,286
LIRF,2019-12-12,371,359,78,646,0,306,290
LIRF,2019-12-13,299,283,75,504,0,229,226
LIRF,2019-12-14,318,339,89,565,0,253,263
LIRF,2019-12-15,371,386,91,666,0,294,307
LIRF,2019-12-16,385,380,85,679,0,311,309
LIRF,2019-12-17,357,350,81,623,0,288,280
LIRF,2019-12-18,371,375,81,663,0,301,306
LIRF,2019-12-19,395,400,77,711,0,324,327
LIRF,2019-12-20,418,414,81,742,0,343,339
LIRF,2019-12-21,363,359,84,635,0,292,283
LIRF,2019-12-22,406,410,81,657,0,323,327
LIRF,2019-12-23,399,396,94,696,0,322,322
LIRF,2019-12-24,334,324,79,578,0,264,256
LIRF,2019-12-25,265,259,78,444,0,198,190
LIRF,2019-12-26,346,363,85,621,0,273,289
LIRF,2019-12-27,394,390,83,701,0,319,316
LIRF,2019-12-28,356,354,89,620,0,285,278
LIRF,2019-12-29,391,398,86,701,0,309,314
LIRF,2019-12-30,390,385,94,672,0,311,311
LIRF,2019-12-31,335,316,84,561,1,263,249
LIRF,2020-01-01,335,355,81,605,0,266,282
LIRF,2020-01-02,389,391,82,694,0,312,315
LIRF,2020-01-03,400,398,80,712,0,326,326
LIRF,2020-01-04,351,338,85,601,0,278,263
LIRF,2020-01-05,378,394,92,677,0,296,311
LIRF,2020-01-06,404,400,92,711,0,324,326
LIRF,2020-01-07,353,351,79,625,0,285,283
LIRF,2020-01-08,345,346,78,611,0,276,276
LIRF,2020-01-09,358,358,74,639,0,291,293
LIRF,2020-01-10,378,370,75,670,0,308,306
LIRF,2020-01-11,305,304,77,531,0,242,235
LIRF,2020-01-12,356,363,87,632,0,284,288
LIRF,2020-01-13,354,350,81,620,0,280,285
LIRF,2020-01-14,249,246,76,417,0,191,188
LIRF,2020-01-15,313,316,75,553,0,250,248
LIRF,2020-01-16,342,345,73,614,0,277,282
LIRF,2020-01-17,364,356,70,647,0,301,295
LIRF,2020-01-18,297,294,77,510,0,235,228
LIRF,2020-01-19,345,356,82,617,0,276,284
LIRF,2020-01-20,354,347,79,618,0,286,282
LIRF,2020-01-21,309,308,70,546,0,248,247
LIRF,2020-01-22,321,323,70,574,0,256,256
LIRF,2020-01-23,340,344,69,609,1,277,282
LIRF,2020-01-24,365,357,70,649,1,300,298
LIRF,2020-01-25,293,291,76,506,0,231,224
LIRF,2020-01-26,340,350,74,615,0,273,284
LIRF,2020-01-27,352,349,81,617,0,289,290
LIRF,2020-01-28,305,301,66,539,0,247,241
LIRF,2020-01-29,309,312,71,549,0,249,252
LIRF,2020-01-30,338,341,68,610,0,275,279
LIRF,2020-01-31,356,354,65,643,0,296,295
LIRF,2020-02-01,293,293,62,523,0,237,232
LIRF,2020-02-02,336,344,66,613,0,273,281
LIRF,2020-02-03,345,340,67,617,0,283,283
LIRF,2020-02-04,304,302,58,543,0,250,248
LIRF,2020-02-05,322,326,57,590,0,267,269
LIRF,2020-02-06,343,346,63,623,0,283,287
LIRF,2020-02-07,358,352,57,646,0,302,298
LIRF,2020-02-08,303,300,64,536,0,249,241
LIRF,2020-02-09,330,337,66,596,0,269,275
LIRF,2020-02-10,346,346,66,622,0,285,288
LIRF,2020-02-11,307,305,55,555,0,255,252
LIRF,2020-02-12,322,324,59,587,0,268,269
LIRF,2020-02-13,354,355,60,648,0,295,299
LIRF,2020-02-14,369,367,55,676,2,313,312
LIRF,2020-02-15,317,315,64,566,0,260,252
LIRF,2020-02-16,344,354,67,629,0,281,292
LIRF,2020-02-17,368,360,64,659,2,308,304
LIRF,2020-02-18,326,325,57,594,0,271,268
LIRF,2020-02-19,334,337,58,610,0,281,284
LIRF,2020-02-20,362,361,61,655,0,303,304
LIRF,2020-02-21,375,376,55,696,0,321,321
LIRF,2020-02-22,318,317,64,568,0,260,254
LIRF,2020-02-23,359,368,66,655,0,294,303
LIRF,2020-02-24,378,357,70,663,0,316,299
LIRF,2020-02-25,232,224,51,404,0,183,180
LIRF,2020-02-26,316,345,61,599,0,267,285
LIRF,2020-02-27,354,351,66,637,0,291,293
LIRF,2020-02-28,361,358,59,659,0,310,306
LIRF,2020-02-29,303,300,69,534,0,244,239
LIRF,2020-03-01,336,342,69,608,0,273,281
LIRF,2020-03-02,341,338,73,604,0,282,281
LIRF,2020-03-03,296,284,57,522,0,248,240
LIRF,2020-03-04,287,294,57,523,0,241,246
LIRF,2020-03-05,303,303,58,547,0,252,253
LIRF,2020-03-06,324,316,54,584,0,276,270
LIRF,2020-03-07,277,283,63,494,0,226,227
LIRF,2020-03-08,301,298,61,537,0,245,246
LIRF,2020-03-09,273,266,61,477,0,224,222
LIRF,2020-03-10,203,205,48,357,0,167,168
LIRF,2020-03-11,135,126,42,217,0,101,95
LIRF,2020-03-12,113,113,40,185,0,84,83
LIRF,2020-03-13,102,93,33,159,0,74,70
LIRF,2020-03-14,65,64,29,97,1,43,42
LIRF,2020-03-15,68,74,27,109,2,47,49
LIRF,2020-03-16,70,69,24,111,3,49,55
LIRF,2020-03-17,58,60,20,93,3,43,44
LIRF,2020-03-18,62,59,15,104,2,49,47
LIRF,2020-03-19,60,63,18,101,1,45,50
LIRF,2020-03-20,67,67,16,110,7,56,56
LIRF,2020-03-21,54,61,18,97,0,42,48
LIRF,2020-03-22,53,53,14,88,4,46,48
LIRF,2020-03-23,59,62,12,105,1,51,56
LIRF,2020-03-24,52,52,17,82,0,44,46
LIRF,2020-03-25,54,55,12,95,0,49,50
LIRF,2020-03-26,61,61,26,96,0,51,52
LIRF,2020-03-27,53,51,12,87,2,47,43
LIRF,2020-03-28,53,49,13,85,0,43,44
LIRF,2020-03-29,47,49,10,82,2,42,44
LIRF,2020-03-30,39,41,8,70,0,36,37
LIRF,2020-03-31,46,41,11,72,0,39,37
LIRF,2020-04-01,47,47,12,74,4,41,42
LIRF,2020-04-02,49,50,12,79,3,42,43
LIRF,2020-04-03,53,45,13,73,8,45,41
LIRF,2020-04-04,45,43,19,66,1,42,38
LIRF,2020-04-05,44,47,19,72,0,40,43
LIRF,2020-04-06,44,44,17,67,3,40,41
LIRF,2020-04-07,48,46,16,72,3,44,43
LIRF,2020-04-08,44,46,14,68,1,38,42
LIRF,2020-04-09,42,43,17,66,1,40,41
LIRF,2020-04-10,44,41,15,67,1,39,36
LIRF,2020-04-11,41,44,17,55,4,30,42
LIRF,2020-04-12,24,26,15,33,2,18,21
LIRF,2020-04-13,26,26,16,36,0,23,24
LIRF,2020-04-14,36,36,20,43,6,28,33
LIRF,2020-04-15,39,41,21,55,2,34,35
LIRF,2020-04-16,28,27,7,47,0,25,25
LIRF,2020-04-17,42,37,12,60,7,34,34
LIRF,2020-04-18,29,30,10,39,4,25,26
LIRF,2020-04-19,29,28,13,40,3,24,22
LIRF,2020-04-20,44,43,17,66,2,37,37
LIRF,2020-04-21,36,37,11,60,2,32,33
LIRF,2020-04-22,34,33,11,54,1,30,30
LIRF,2020-04-23,40,37,10,60,0,36,34
LIRF,2020-04-24,46,45,16,65,4,36,39
LIRF,2020-04-25,35,35,11,51,4,33,32
LIRF,2020-04-26,43,44,12,66,5,38,38
LIRF,2020-04-27,42,41,9,62,5,37,38
LIRF,2020-04-28,40,38,9,61,5,35,35
LIRF,2020-04-29,45,46,10,67,7,38,41
LIRF,2020-04-30,41,39,13,55,8,35,34
LIRF,2020-05-01,38,38,10,64,1,34,35
LIRF,2020-05-02,31,30,17,44,0,27,27
LIRF,2020-05-03,36,39,7,61,2,30,34
LIRF,2020-05-04,51,52,20,67,7,43,50
LIRF,2020-05-05,45,46,19,60,2,40,44
LIRF,2020-05-06,39,41,21,53,2,37,37
LIRF,2020-05-07,44,45,23,60,2,42,42
LIRF,2020-05-08,49,45,18,70,4,45,40
LIRF,2020-05-09,45,42,17,58,6,40,40
LIRF,2020-05-10,38,42,15,61,3,34,38
LIRF,2020-05-11,47,49,8,76,10,42,46
LIRF,2020-05-12,45,45,19,68,2,39,38
LIRF,2020-05-13,41,43,9,74,0,40,41
LIRF,2020-05-14,50,52,18,68,4,40,50
LIRF,2020-05-15,53,49,11,85,2,48,45
LIRF,2020-05-16,44,42,16,66,0,41,40
LIRF,2020-05-17,41,41,12,68,1,38,38
LIRF,2020-05-18,47,48,24,69,1,44,47
LIRF,2020-05-19,46,47,25,65,0,42,43
LIRF,2020-05-20,48,48,26,69,0,44,45
LIRF,2020-05-21,52,50,28,69,0,45,45
LIRF,2020-05-22,48,47,17,78,0,45,44
LIRF,2020-05-23,42,41,22,60,0,38,36
LIRF,2020-05-24,43,43,30,55,0,37,38
LIRF,2020-05-25,46,47,21,69,0,40,43
LIRF,2020-05-26,45,45,24,65,0,40,40
LIRF,2020-05-27,46,45,18,72,0,45,42
LIRF,2020-05-28,44,44,25,63,0,40,39
LIRF,2020-05-29,45,41,22,61,0,37,36
LIRF,2020-05-30,47,44,23,66,0,44,41
LIRF,2020-05-31,39,40,10,69,0,35,36
LIRF,2020-06-01,43,43,18,66,0,39,39
LIRF,2020-06-02,36,41,9,68,0,35,36
LIRF,2020-06-03,59,61,20,100,0,52,56
LIRF,2020-06-04,57,56,25,86,0,47,49
LIRF,2020-06-05,51,54,12,93,0,49,49
LIRF,2020-06-06,48,48,13,82,0,44,41
LIRF,2020-06-07,49,50,11,88,0,44,45
LIRF,2020-06-08,58,55,15,93,0,53,50
LIRF,2020-06-09,49,50,9,90,0,44,44
LIRF,2020-06-10,54,53,8,99,0,49,49
LIRF,2020-06-11,50,49,21,78,0,43,44
LIRF,2020-06-12,58,57,14,100,0,51,52
LIRF,2020-06-13,52,51,16,86,0,47,45
LIRF,2020-06-14,51,51,21,80,0,48,48
LIRF,2020-06-15,60,61,5,115,0,57,58
LIRF,2020-06-16,58,59,11,106,0,54,51
LIRF,2020-06-17,65,64,14,110,0,58,58
LIRF,2020-06-18,62,65,12,112,0,56,58
LIRF,2020-06-19,60,59,9,110,0,58,54
LIRF,2020-06-20,64,62,13,112,0,56,54
LIRF,2020-06-21,66,67,15,116,0,60,61
LIRF,2020-06-22,65,68,6,121,0,62,65
LIRF,2020-06-23,68,65,13,118,0,61,59
LIRF,2020-06-24,67,65,11,119,0,62,61
LIRF,2020-06-25,80,77,19,138,0,70,67
LIRF,2020-06-26,69,69,8,129,0,65,62
LIRF,2020-06-27,69,64,16,117,0,59,56
LIRF,2020-06-28,74,76,11,137,0,63,66
LIRF,2020-06-29,70,72,8,134,0,68,70
LIRF,2020-06-30,65,67,14,111,0,61,62
LIRF,2020-07-01,109,117,15,209,0,103,112
LIRF,2020-07-02,114,112,15,209,0,104,102
LIRF,2020-07-03,129,130,17,240,0,116,115
LIRF,2020-07-04,114,108,14,207,0,103,97
LIRF,2020-07-05,120,117,22,213,0,105,109
LIRF,2020-07-06,116,123,16,222,0,110,112
LIRF,2020-07-07,102,102,14,189,0,95,96
LIRF,2020-07-08,119,122,11,227,0,114,115
LIRF,2020-07-09,115,110,14,211,0,104,102
LIRF,2020-07-10,125,125,16,234,0,116,114
LIRF,2020-07-11,117,117,17,217,0,107,107
LIRF,2020-07-12,125,123,19,225,0,111,115
LIRF,2020-07-13,129,132,10,250,0,123,125
LIRF,2020-07-14,114,115,10,219,0,107,107
LIRF,2020-07-15,132,135,12,254,0,124,125
LIRF,2020-07-16,126,122,11,237,0,116,113
LIRF,2020-07-17,141,143,19,263,0,128,127
LIRF,2020-07-18,127,125,18,234,0,115,113
LIRF,2020-07-19,137,137,25,249,0,121,126
LIRF,2020-07-20,132,138,13,257,0,126,128
LIRF,2020-07-21,121,118,13,225,0,111,111
LIRF,2020-07-22,132,133,16,249,0,123,124
LIRF,2020-07-23,127,125,12,240,0,116,116
LIRF,2020-07-24,138,139,18,259,0,125,125
LIRF,2020-07-25,128,129,12,245,0,119,119
LIRF,2020-07-26,134,132,18,248,0,122,122
LIRF,2020-07-27,133,139,12,259,0,125,130
LIRF,2020-07-28,122,118,20,220,0,110,108
LIRF,2020-07-29,135,136,15,255,0,125,125
LIRF,2020-07-30,130,125,10,245,0,121,118
LIRF,2020-07-31,152,151,20,282,0,139,135
LIRF,2020-08-01,164,167,19,310,0,153,155
LIRF,2020-08-02,183,180,18,345,0,168,169
LIRF,2020-08-03,171,172,12,331,0,161,163
LIRF,2020-08-04,148,149,18,279,0,138,138
LIRF,2020-08-05,155,153,13,294,0,145,144
LIRF,2020-08-06,152,152,12,292,0,141,144
LIRF,2020-08-07,177,176,18,334,0,164,162
LIRF,2020-08-08,163,164,22,304,0,149,149
LIRF,2020-08-09,174,173,15,331,0,162,162
LIRF,2020-08-10,171,171,12,329,0,161,161
LIRF,2020-08-11,141,145,11,275,0,133,137
LIRF,2020-08-12,154,155,18,291,0,143,144
LIRF,2020-08-13,154,151,12,292,0,145,142
LIRF,2020-08-14,183,180,18,338,2,169,165
LIRF,2020-08-15,156,157,17,295,0,145,146
LIRF,2020-08-16,177,177,19,334,0,163,164
LIRF,2020-08-17,175,175,17,331,0,162,165
LIRF,2020-08-18,140,139,14,264,0,132,129
LIRF,2020-08-19,144,146,13,277,0,137,139
LIRF,2020-08-20,149,150,12,287,0,140,141
LIRF,2020-08-21,173,176,16,331,0,163,164
LIRF,2020-08-22,162,158,18,301,0,151,148
LIRF,2020-08-23,178,179,15,342,0,167,168
LIRF,2020-08-24,174,175,17,332,0,162,164
LIRF,2020-08-25,141,140,13,267,0,132,131
LIRF,2020-08-26,147,148,20,275,0,138,139
LIRF,2020-08-27,155,156,10,299,2,146,148
LIRF,2020-08-28,178,174,15,337,0,166,162
LIRF,2020-08-29,159,161,19,301,0,148,148
LIRF,2020-08-30,183,184,21,345,0,170,171
LIRF,2020-08-31,173,172,19,325,0,161,161
LIRF,2020-09-01,134,138,11,258,0,123,127
LIRF,2020-09-02,139,137,14,262,0,129,126
LIRF,2020-09-03,144,143,9,278,0,133,132
LIRF,2020-09-04,167,163,16,312,0,153,147
LIRF,2020-09-05,143,145,18,270,0,132,133
LIRF,2020-09-06,171,171,18,324,0,156,157
LIRF,2020-09-07,158,159,11,306,0,146,149
LIRF,2020-09-08,128,128,7,249,0,121,119
LIRF,2020-09-09,136,138,20,254,0,124,127
LIRF,2020-09-10,146,141,9,277,0,135,131
LIRF,2020-09-11,164,162,18,306,0,147,148
LIRF,2020-09-12,132,136,13,254,0,124,124
LIRF,2020-09-13,165,163,24,303,0,148,149
LIRF,2020-09-14,153,157,14,295,0,144,148
LIRF,2020-09-15,123,122,12,232,0,116,113
LIRF,2020-09-16,134,134,22,246,0,121,124
LIRF,2020-09-17,134,132,9,255,0,126,124
LIRF,2020-09-18,168,163,20,310,0,150,148
LIRF,2020-09-19,130,132,14,247,0,120,119
LIRF,2020-09-20,166,160,24,299,0,143,143
LIRF,2020-09-21,144,152,13,283,0,135,144
LIRF,2020-09-22,121,125,11,233,0,113,114
LIRF,2020-09-23,132,130,17,242,0,121,122
LIRF,2020-09-24,140,141,10,269,0,131,133
LIRF,2020-09-25,158,157,19,294,1,142,141
LIRF,2020-09-26,129,132,12,248,1,121,122
LIRF,2020-09-27,161,160,25,293,2,143,144
LIRF,2020-09-28,153,152,16,288,0,143,143
LIRF,2020-09-29,131,126,10,245,2,124,117
LIRF,2020-09-30,134,134,12,254,2,122,125
LIRF,2020-10-01,133,130,7,255,0,125,121
LIRF,2020-10-02,153,153,20,284,0,138,137
LIRF,2020-10-03,125,128,15,238,0,115,117
LIRF,2020-10-04,145,148,22,271,0,130,135
LIRF,2020-10-05,142,146,13,275,0,134,135
LIRF,2020-10-06,117,118,13,221,0,108,110
LIRF,2020-10-07,118,116,15,218,0,107,106
LIRF,2020-10-08,128,128,8,247,0,120,120
LIRF,2020-10-09,153,148,20,280,0,137,135
LIRF,2020-10-10,124,123,14,232,0,116,112
LIRF,2020-10-11,146,149,20,275,0,133,136
LIRF,2020-10-12,150,156,15,289,0,140,144
LIRF,2020-10-13,108,110,7,211,0,102,103
LIRF,2020-10-14,128,123,19,227,4,117,114
LIRF,2020-10-15,135,128,9,252,0,124,118
LIRF,2020-10-16,157,152,20,285,0,141,137
LIRF,2020-10-17,125,131,13,241,0,117,118
LIRF,2020-10-18,147,149,20,273,1,134,136
LIRF,2020-10-19,145,147,13,279,0,134,137
LIRF,2020-10-20,114,116,9,219,0,107,108
LIRF,2020-10-21,115,113,14,214,0,106,105
LIRF,2020-10-22,131,127,7,249,1,124,118
LIRF,2020-10-23,136,132,18,245,3,124,119
LIRF,2020-10-24,123,124,11,235,0,117,114
LIRF,2020-10-25,149,146,18,277,0,136,133
LIRF,2020-10-26,139,142,13,267,0,129,134
LIRF,2020-10-27,111,110,10,211,0,105,104
LIRF,2020-10-28,116,117,15,217,0,106,107
LIRF,2020-10-29,135,133,13,254,0,123,121
LIRF,2020-10-30,145,145,17,269,2,134,133
LIRF,2020-10-31,123,126,10,239,0,115,116
LIRF,2020-11-01,138,134,16,254,0,126,122
LIRF,2020-11-02,126,131,9,248,0,118,122
LIRF,2020-11-03,99,105,9,192,1,92,98
LIRF,2020-11-04,118,113,16,215,0,106,103
LIRF,2020-11-05,115,117,14,215,0,105,105
LIRF,2020-11-06,126,123,16,232,0,114,110
LIRF,2020-11-07,97,97,10,179,2,90,91
LIRF,2020-11-08,119,122,14,224,3,108,110
LIRF,2020-11-09,110,104,11,201,0,100,96
LIRF,2020-11-10,72,72,7,136,0,69,67
LIRF,2020-11-11,90,91,16,165,0,79,80
LIRF,2020-11-12,80,83,11,150,0,73,75
LIRF,2020-11-13,97,96,16,175,0,89,89
LIRF,2020-11-14,77,71,13,135,0,70,65
LIRF,2020-11-15,98,105,18,183,2,87,91
LIRF,2020-11-16,93,92,10,172,0,83,83
LIRF,2020-11-17,64,63,12,113,2,56,57
LIRF,2020-11-18,77,76,17,133,1,66,65
LIRF,2020-11-19,68,67,13,119,1,60,58
LIRF,2020-11-20,92,93,18,166,0,82,83
LIRF,2020-11-21,60,58,9,109,0,54,52
LIRF,2020-11-22,82,84,15,151,0,73,75
LIRF,2020-11-23,78,74,10,140,0,67,66
LIRF,2020-11-24,44,47,7,84,0,40,43
LIRF,2020-11-25,65,65,15,115,0,55,54
LIRF,2020-11-26,60,64,17,106,0,50,53
LIRF,2020-11-27,79,75,15,138,0,68,65
LIRF,2020-11-28,55,55,12,96,2,48,48
LIRF,2020-11-29,78,82,19,140,0,67,69
LIRF,2020-11-30,85,82,14,151,2,71,71
LIRF,2020-12-01,54,55,7,102,0,50,49
LIRF,2020-12-02,75,74,16,127,2,67,64
LIRF,2020-12-03,63,64,15,111,1,56,57
LIRF,2020-12-04,94,96,16,174,0,82,84
LIRF,2020-12-05,72,72,13,131,0,64,64
LIRF,2020-12-06,87,89,19,156,0,76,77
LIRF,2020-12-07,87,80,12,153,1,79,71
LIRF,2020-12-08,66,67,14,119,0,59,60
LIRF,2020-12-09,77,81,14,144,0,67,72
LIRF,2020-12-10,86,78,14,150,0,77,69
LIRF,2020-12-11,97,95,18,174,0,87,84
LIRF,2020-12-12,76,74,13,136,1,68,66
LIRF,2020-12-13,85,93,18,159,1,74,81
LIRF,2020-12-14,95,90,10,173,0,84,82
LIRF,2020-12-15,67,70,17,119,0,59,56
LIRF,2020-12-16,80,81,11,149,0,72,73
LIRF,2020-12-17,100,94,17,174,0,86,87
LIRF,2020-12-18,124,128,16,235,0,112,112
LIRF,2020-12-19,113,114,17,210,0,100,101
LIRF,2020-12-20,129,129,14,244,0,116,117
LIRF,2020-12-21,99,100,12,187,0,90,91
LIRF,2020-12-22,96,100,18,178,0,84,88
LIRF,2020-12-23,118,120,15,223,0,107,108
LIRF,2020-12-24,93,83,16,159,0,84,77
LIRF,2020-12-25,55,58,18,95,0,44,47
LIRF,2020-12-26,71,72,12,131,0,63,64
LIRF,2020-12-27,107,109,15,200,0,97,99
LIRF,2020-12-28,103,104,11,194,0,94,95
LIRF,2020-12-29,82,84,15,149,0,74,74
LIRF,2020-12-30,97,99,11,185,0,86,90
LIRF,2020-12-31,66,56,10,111,0,59,50
LEMD,2019-01-01,460,468,156,763,9,378,374
LEMD,2019-01-02,555,562,174,935,8,463,464
LEMD,2019-01-03,563,571,180,947,7,461,466
LEMD,2019-01-04,552,557,179,920,10,457,455
LEMD,2019-01-05,487,477,182,777,5,388,376
LEMD,2019-01-06,526,541,184,881,2,434,443
LEMD,2019-01-07,569,565,174,951,9,466,472
LEMD,2019-01-08,533,533,173,885,8,442,437
LEMD,2019-01-09,546,549,171,915,9,458,463
LEMD,2019-01-10,549,551,177,917,6,446,449
LEMD,2019-01-11,554,542,174,912,10,461,445
LEMD,2019-01-12,452,449,168,732,1,356,352
LEMD,2019-01-13,493,521,169,843,2,406,424
LEMD,2019-01-14,550,545,169,914,12,448,450
LEMD,2019-01-15,509,521,167,854,9,419,427
LEMD,2019-01-16,536,544,161,910,9,448,453
LEMD,2019-01-17,546,546,174,911,7,450,448
LEMD,2019-01-18,560,556,167,936,13,466,458
LEMD,2019-01-19,449,450,169,723,7,356,359
LEMD,2019-01-20,511,534,169,854,22,423,436
LEMD,2019-01-21,559,548,158,943,6,461,459
LEMD,2019-01-22,514,527,162,866,13,426,434
LEMD,2019-01-23,534,531,168,886,11,447,442
LEMD,2019-01-24,542,542,173,908,3,448,446
LEMD,2019-01-25,552,562,167,935,12,464,461
LEMD,2019-01-26,446,441,164,718,5,355,347
LEMD,2019-01-27,502,519,169,846,6,414,423
LEMD,2019-01-28,543,540,163,920,0,445,448
LEMD,2019-01-29,509,511,169,851,0,422,418
LEMD,2019-01-30,529,536,163,892,10,446,455
LEMD,2019-01-31,555,557,168,928,16,459,461
LEMD,2019-02-01,548,551,174,918,7,457,451
LEMD,2019-02-02,450,444,167,723,4,359,353
LEMD,2019-02-03,495,516,168,840,3,408,422
LEMD,2019-02-04,559,539,168,921,9,461,451
LEMD,2019-02-05,508,521,159,867,3,421,428
LEMD,2019-02-06,532,535,161,895,11,448,449
LEMD,2019-02-07,551,559,168,936,6,458,464
LEMD,2019-02-08,563,556,169,941,9,472,458
LEMD,2019-02-09,455,451,161,737,8,361,359
LEMD,2019-02-10,513,531,172,865,7,425,435
LEMD,2019-02-11,562,554,156,954,6,464,464
LEMD,2019-02-12,520,532,163,880,9,433,440
LEMD,2019-02-13,533,544,166,892,19,451,454
LEMD,2019-02-14,570,565,169,957,9,474,473
LEMD,2019-02-15,567,570,173,956,8,479,476
LEMD,2019-02-16,472,464,169,760,7,378,371
LEMD,2019-02-17,519,549,171,885,12,431,451
LEMD,2019-02-18,568,555,157,960,6,467,469
LEMD,2019-02-19,528,533,162,893,6,442,441
LEMD,2019-02-20,546,546,153,927,12,465,463
LEMD,2019-02-21,561,572,163,957,13,471,480
LEMD,2019-02-22,574,577,175,968,8,483,476
LEMD,2019-02-23,480,469,164,781,4,386,379
LEMD,2019-02-24,523,545,172,891,5,436,445
LEMD,2019-02-25,570,562,161,964,7,475,470
LEMD,2019-02-26,538,540,167,905,6,446,446
LEMD,2019-02-27,564,559,161,953,9,478,474
LEMD,2019-02-28,586,596,172,985,25,491,493
LEMD,2019-03-01,590,592,185,992,5,493,491
LEMD,2019-03-02,484,481,170,792,3,388,386
LEMD,2019-03-03,518,546,181,876,7,426,443
LEMD,2019-03-04,568,561,169,946,14,472,470
LEMD,2019-03-05,555,551,169,927,10,462,457
LEMD,2019-03-06,546,578,168,943,13,462,484
LEMD,2019-03-07,562,580,166,970,6,474,481
LEMD,2019-03-08,569,566,172,955,8,473,468
LEMD,2019-03-09,469,470,164,771,4,378,376
LEMD,2019-03-10,524,548,176,893,3,433,446
LEMD,2019-03-11,568,567,161,965,9,472,475
LEMD,2019-03-12,543,536,160,910,9,452,446
LEMD,2019-03-13,537,552,158,926,5,454,466
LEMD,2019-03-14,570,578,164,980,4,475,480
LEMD,2019-03-15,580,586,171,983,11,487,492
LEMD,2019-03-16,478,480,168,783,7,384,384
LEMD,2019-03-17,535,547,178,894,10,446,447
LEMD,2019-03-18,565,561,163,956,7,470,470
LEMD,2019-03-19,535,544,165,907,7,444,451
LEMD,2019-03-20,550,566,159,949,8,464,479
LEMD,2019-03-21,576,579,160,986,9,480,482
LEMD,2019-03-22,580,585,166,986,13,486,491
LEMD,2019-03-23,481,484,170,784,11,387,382
LEMD,2019-03-24,522,544,168,891,7,431,445
LEMD,2019-03-25,565,573,165,961,12,468,477
LEMD,2019-03-26,556,554,167,930,13,461,457
LEMD,2019-03-27,558,562,154,948,18,468,477
LEMD,2019-03-28,558,579,167,956,14,462,479
LEMD,2019-03-29,580,578,178,978,2,483,477
LEMD,2019-03-30,486,478,168,787,8,388,384
LEMD,2019-03-31,538,569,174,925,7,447,466
LEMD,2019-04-01,562,579,159,982,0,468,482
LEMD,2019-04-02,578,580,173,980,5,479,482
LEMD,2019-04-03,583,594,167,999,11,491,498
LEMD,2019-04-04,579,592,180,982,9,482,489
LEMD,2019-04-05,594,604,185,1005,8,496,499
LEMD,2019-04-06,509,510,177,840,2,409,409
LEMD,2019-04-07,550,564,177,933,4,454,459
LEMD,2019-04-08,582,587,172,984,13,485,487
LEMD,2019-04-09,590,581,181,981,9,490,476
LEMD,2019-04-10,586,600,174,1005,7,497,508
LEMD,2019-04-11,598,596,183,1006,5,500,497
LEMD,2019-04-12,618,623,195,1035,11,518,514
LEMD,2019-04-13,533,528,196,860,5,428,422
LEMD,2019-04-14,561,572,190,939,4,462,469
LEMD,2019-04-15,551,550,164,926,11,453,453
LEMD,2019-04-16,548,555,182,912,9,449,450
LEMD,2019-04-17,579,587,180,982,4,489,489
LEMD,2019-04-18,576,572,179,965,4,473,471
LEMD,2019-04-19,566,571,187,948,2,470,468
LEMD,2019-04-20,525,517,196,844,2,422,408
LEMD,2019-04-21,581,591,196,972,4,476,483
LEMD,2019-04-22,597,605,173,1024,5,495,507
LEMD,2019-04-23,593,593,190,994,2,488,484
LEMD,2019-04-24,590,588,175,998,5,496,490
LEMD,2019-04-25,603,599,175,1014,13,504,502
LEMD,2019-04-26,608,599,182,1012,13,512,501
LEMD,2019-04-27,524,532,199,853,4,424,426
LEMD,2019-04-28,571,586,190,956,11,470,479
LEMD,2019-04-29,589,584,163,1006,4,490,490
